starttime,day,month,year,quarter,hour,minute
7/20/2015 7:53,20,7,2015,3,7,53
8/4/2015 5:35,4,8,2015,3,5,35
2/17/2015 13:08,17,2,2015,1,13,8
6/25/2015 13:49,25,6,2015,2,13,49
5/21/2015 16:12,21,5,2015,2,16,12
5/11/2015 18:24,11,5,2015,2,18,24
4/28/2015 8:34,28,4,2015,2,8,34
4/10/2015 6:39,10,4,2015,2,6,39
8/4/2015 11:52,4,8,2015,3,11,52
7/28/2015 13:08,28,7,2015,3,13,8
1/8/2015 8:06,8,1,2015,1,8,6
8/30/2015 11:27,30,8,2015,3,11,27
6/19/2015 13:14,19,6,2015,2,13,14
5/27/2015 14:14,27,5,2015,2,14,14
5/4/2015 7:42,4,5,2015,2,7,42
5/22/2015 19:22,22,5,2015,2,19,22
1/29/2015 13:36,29,1,2015,1,13,36
8/28/2015 14:57,28,8,2015,3,14,57
3/19/2015 17:21,19,3,2015,1,17,21
9/8/2015 17:22,8,9,2015,3,17,22
1/21/2015 19:12,21,1,2015,1,19,12
10/29/2014 19:24,29,10,2014,4,19,24
8/6/2015 10:39,6,8,2015,3,10,39
8/16/2015 15:32,16,8,2015,3,15,32
7/4/2015 8:49,4,7,2015,3,8,49
4/25/2015 11:55,25,4,2015,2,11,55
6/8/2015 9:19,8,6,2015,2,9,19
11/30/2014 19:20,30,11,2014,4,19,20
9/11/2015 9:33,11,9,2015,3,9,33
3/18/2015 11:44,18,3,2015,1,11,44
4/19/2015 16:38,19,4,2015,2,16,38
6/17/2015 16:26,17,6,2015,2,16,26
12/15/2014 8:58,15,12,2014,4,8,58
7/14/2015 7:53,14,7,2015,3,7,53
11/14/2014 15:48,14,11,2014,4,15,48
2/17/2015 7:37,17,2,2015,1,7,37
6/30/2015 9:44,30,6,2015,2,9,44
12/3/2014 8:36,3,12,2014,4,8,36
7/28/2015 9:18,28,7,2015,3,9,18
12/16/2014 10:02,16,12,2014,4,10,2
5/8/2015 19:56,8,5,2015,2,19,56
8/29/2015 12:13,29,8,2015,3,12,13
9/16/2015 19:00,16,9,2015,3,19,0
9/6/2015 9:09,6,9,2015,3,9,9
9/9/2015 18:19,9,9,2015,3,18,19
6/8/2015 11:24,8,6,2015,2,11,24
8/26/2015 12:19,26,8,2015,3,12,19
11/12/2014 11:46,12,11,2014,4,11,46
10/17/2014 17:29,17,10,2014,4,17,29
8/16/2015 20:04,16,8,2015,3,20,4
9/7/2015 13:48,7,9,2015,3,13,48
4/27/2015 17:11,27,4,2015,2,17,11
6/19/2015 9:55,19,6,2015,2,9,55
5/1/2015 9:46,1,5,2015,2,9,46
8/12/2015 17:13,12,8,2015,3,17,13
6/26/2015 19:40,26,6,2015,2,19,40
2/12/2015 8:48,12,2,2015,1,8,48
5/23/2015 12:52,23,5,2015,2,12,52
10/6/2015 15:38,6,10,2015,4,15,38
7/25/2015 10:31,25,7,2015,3,10,31
7/31/2015 8:46,31,7,2015,3,8,46
2/11/2015 10:31,11,2,2015,1,10,31
2/26/2015 17:42,26,2,2015,1,17,42
7/15/2015 19:41,15,7,2015,3,19,41
6/18/2015 9:35,18,6,2015,2,9,35
8/28/2015 8:07,28,8,2015,3,8,7
5/8/2015 21:45,8,5,2015,2,21,45
2/28/2015 17:40,28,2,2015,1,17,40
10/6/2015 14:45,6,10,2015,4,14,45
10/19/2014 14:30,19,10,2014,4,14,30
2/22/2015 8:17,22,2,2015,1,8,17
9/26/2015 13:07,26,9,2015,3,13,7
7/9/2015 19:02,9,7,2015,3,19,2
4/19/2015 14:25,19,4,2015,2,14,25
4/26/2015 17:19,26,4,2015,2,17,19
3/3/2015 18:40,3,3,2015,1,18,40
8/20/2015 18:07,20,8,2015,3,18,7
2/15/2015 15:17,15,2,2015,1,15,17
6/24/2015 7:58,24,6,2015,2,7,58
3/18/2015 21:38,18,3,2015,1,21,38
12/7/2014 22:59,7,12,2014,4,22,59
4/21/2015 8:01,21,4,2015,2,8,1
5/22/2015 18:29,22,5,2015,2,18,29
10/17/2014 18:19,17,10,2014,4,18,19
12/17/2014 13:04,17,12,2014,4,13,4
9/26/2015 10:42,26,9,2015,3,10,42
7/13/2015 18:18,13,7,2015,3,18,18
3/11/2015 11:50,11,3,2015,1,11,50
6/15/2015 16:12,15,6,2015,2,16,12
5/24/2015 9:33,24,5,2015,2,9,33
6/27/2015 14:12,27,6,2015,2,14,12
9/27/2015 3:12,27,9,2015,3,3,12
10/15/2014 11:59,15,10,2014,4,11,59
9/26/2015 14:06,26,9,2015,3,14,6
5/28/2015 19:09,28,5,2015,2,19,9
12/3/2014 8:32,3,12,2014,4,8,32
11/14/2014 18:08,14,11,2014,4,18,8
9/27/2015 22:14,27,9,2015,3,22,14
9/11/2015 12:45,11,9,2015,3,12,45
8/27/2015 1:03,27,8,2015,3,1,3
6/10/2015 17:52,10,6,2015,2,17,52
1/23/2015 20:53,23,1,2015,1,20,53
7/31/2015 23:17,31,7,2015,3,23,17
8/14/2015 12:28,14,8,2015,3,12,28
9/21/2015 12:53,21,9,2015,3,12,53
7/29/2015 14:23,29,7,2015,3,14,23
9/21/2015 14:06,21,9,2015,3,14,6
1/30/2015 8:49,30,1,2015,1,8,49
5/23/2015 8:44,23,5,2015,2,8,44
11/3/2014 22:11,3,11,2014,4,22,11
3/25/2015 8:11,25,3,2015,1,8,11
7/7/2015 18:12,7,7,2015,3,18,12
3/22/2015 11:53,22,3,2015,1,11,53
9/23/2015 19:54,23,9,2015,3,19,54
3/30/2015 12:05,30,3,2015,1,12,5
10/26/2014 18:06,26,10,2014,4,18,6
5/12/2015 7:33,12,5,2015,2,7,33
9/7/2015 10:05,7,9,2015,3,10,5
7/4/2015 16:40,4,7,2015,3,16,40
7/25/2015 22:23,25,7,2015,3,22,23
9/16/2015 19:58,16,9,2015,3,19,58
7/18/2015 21:30,18,7,2015,3,21,30
11/11/2014 14:15,11,11,2014,4,14,15
7/6/2015 8:34,6,7,2015,3,8,34
7/5/2015 18:50,5,7,2015,3,18,50
12/19/2014 16:45,19,12,2014,4,16,45
5/28/2015 16:31,28,5,2015,2,16,31
9/9/2015 10:39,9,9,2015,3,10,39
10/30/2014 18:22,30,10,2014,4,18,22
10/28/2014 14:53,28,10,2014,4,14,53
1/28/2015 17:07,28,1,2015,1,17,7
8/5/2015 17:07,5,8,2015,3,17,7
11/12/2014 15:04,12,11,2014,4,15,4
8/31/2015 14:21,31,8,2015,3,14,21
9/11/2015 13:19,11,9,2015,3,13,19
7/25/2015 19:11,25,7,2015,3,19,11
2/19/2015 8:00,19,2,2015,1,8,0
5/23/2015 13:40,23,5,2015,2,13,40
6/24/2015 18:20,24,6,2015,2,18,20
4/25/2015 16:27,25,4,2015,2,16,27
7/22/2015 12:47,22,7,2015,3,12,47
6/6/2015 14:04,6,6,2015,2,14,4
9/14/2015 11:46,14,9,2015,3,11,46
3/1/2015 10:11,1,3,2015,1,10,11
7/12/2015 20:59,12,7,2015,3,20,59
10/6/2015 8:30,6,10,2015,4,8,30
12/2/2014 10:07,2,12,2014,4,10,7
4/18/2015 15:04,18,4,2015,2,15,4
11/5/2014 10:33,5,11,2014,4,10,33
7/4/2015 18:48,4,7,2015,3,18,48
7/19/2015 13:57,19,7,2015,3,13,57
10/13/2014 15:54,13,10,2014,4,15,54
4/25/2015 12:26,25,4,2015,2,12,26
4/24/2015 16:30,24,4,2015,2,16,30
9/29/2015 14:47,29,9,2015,3,14,47
4/16/2015 11:33,16,4,2015,2,11,33
2/2/2015 16:55,2,2,2015,1,16,55
5/29/2015 14:38,29,5,2015,2,14,38
5/6/2015 10:58,6,5,2015,2,10,58
1/6/2015 7:24,6,1,2015,1,7,24
8/10/2015 20:29,10,8,2015,3,20,29
6/20/2015 15:55,20,6,2015,2,15,55
6/16/2015 20:41,16,6,2015,2,20,41
10/9/2015 15:47,9,10,2015,4,15,47
5/17/2015 14:05,17,5,2015,2,14,5
5/22/2015 8:08,22,5,2015,2,8,8
8/23/2015 9:07,23,8,2015,3,9,7
8/30/2015 7:49,30,8,2015,3,7,49
8/26/2015 10:03,26,8,2015,3,10,3
3/2/2015 8:55,2,3,2015,1,8,55
5/30/2015 14:45,30,5,2015,2,14,45
3/14/2015 15:10,14,3,2015,1,15,10
5/21/2015 10:50,21,5,2015,2,10,50
8/6/2015 13:26,6,8,2015,3,13,26
7/27/2015 18:21,27,7,2015,3,18,21
6/13/2015 17:58,13,6,2015,2,17,58
8/31/2015 9:02,31,8,2015,3,9,2
9/14/2015 8:50,14,9,2015,3,8,50
3/20/2015 16:42,20,3,2015,1,16,42
5/27/2015 9:36,27,5,2015,2,9,36
9/7/2015 19:16,7,9,2015,3,19,16
9/9/2015 14:49,9,9,2015,3,14,49
5/23/2015 12:39,23,5,2015,2,12,39
7/17/2015 21:35,17,7,2015,3,21,35
8/29/2015 20:26,29,8,2015,3,20,26
7/19/2015 8:56,19,7,2015,3,8,56
12/29/2014 10:29,29,12,2014,4,10,29
4/26/2015 13:07,26,4,2015,2,13,7
6/15/2015 7:46,15,6,2015,2,7,46
5/23/2015 17:44,23,5,2015,2,17,44
7/4/2015 17:38,4,7,2015,3,17,38
9/10/2015 20:02,10,9,2015,3,20,2
4/24/2015 7:46,24,4,2015,2,7,46
4/3/2015 11:23,3,4,2015,2,11,23
3/27/2015 6:08,27,3,2015,1,6,8
7/24/2015 14:44,24,7,2015,3,14,44
8/22/2015 18:10,22,8,2015,3,18,10
5/12/2015 9:35,12,5,2015,2,9,35
12/14/2014 8:41,14,12,2014,4,8,41
9/19/2015 16:56,19,9,2015,3,16,56
11/5/2014 6:36,5,11,2014,4,6,36
5/22/2015 15:54,22,5,2015,2,15,54
10/28/2014 19:03,28,10,2014,4,19,3
1/16/2015 19:42,16,1,2015,1,19,42
9/18/2015 18:39,18,9,2015,3,18,39
9/22/2015 21:21,22,9,2015,3,21,21
11/13/2014 16:11,13,11,2014,4,16,11
2/14/2015 16:24,14,2,2015,1,16,24
7/17/2015 11:53,17,7,2015,3,11,53
6/17/2015 9:42,17,6,2015,2,9,42
11/4/2014 8:14,4,11,2014,4,8,14
6/23/2015 17:57,23,6,2015,2,17,57
4/22/2015 19:42,22,4,2015,2,19,42
9/7/2015 19:34,7,9,2015,3,19,34
1/28/2015 12:37,28,1,2015,1,12,37
5/11/2015 14:14,11,5,2015,2,14,14
5/14/2015 17:46,14,5,2015,2,17,46
8/25/2015 17:19,25,8,2015,3,17,19
7/29/2015 10:29,29,7,2015,3,10,29
11/15/2014 16:39,15,11,2014,4,16,39
5/29/2015 12:53,29,5,2015,2,12,53
6/9/2015 12:41,9,6,2015,2,12,41
5/8/2015 18:18,8,5,2015,2,18,18
1/26/2015 14:39,26,1,2015,1,14,39
5/21/2015 14:16,21,5,2015,2,14,16
4/21/2015 8:48,21,4,2015,2,8,48
1/31/2015 15:20,31,1,2015,1,15,20
3/12/2015 12:10,12,3,2015,1,12,10
7/10/2015 7:16,10,7,2015,3,7,16
1/1/2015 12:52,1,1,2015,1,12,52
8/24/2015 8:25,24,8,2015,3,8,25
5/13/2015 20:05,13,5,2015,2,20,5
11/7/2014 16:23,7,11,2014,4,16,23
7/18/2015 15:01,18,7,2015,3,15,1
9/16/2015 18:26,16,9,2015,3,18,26
10/25/2014 13:34,25,10,2014,4,13,34
2/15/2015 22:39,15,2,2015,1,22,39
3/8/2015 15:05,8,3,2015,1,15,5
5/3/2015 15:49,3,5,2015,2,15,49
11/18/2014 13:47,18,11,2014,4,13,47
4/8/2015 11:12,8,4,2015,2,11,12
4/30/2015 12:15,30,4,2015,2,12,15
9/16/2015 14:49,16,9,2015,3,14,49
3/30/2015 11:47,30,3,2015,1,11,47
4/16/2015 15:46,16,4,2015,2,15,46
11/10/2014 10:42,10,11,2014,4,10,42
6/21/2015 16:51,21,6,2015,2,16,51
3/3/2015 10:04,3,3,2015,1,10,4
11/7/2014 14:39,7,11,2014,4,14,39
8/6/2015 9:33,6,8,2015,3,9,33
7/5/2015 0:40,5,7,2015,3,0,40
4/6/2015 18:29,6,4,2015,2,18,29
10/14/2014 13:54,14,10,2014,4,13,54
10/12/2015 17:30,12,10,2015,4,17,30
2/19/2015 8:06,19,2,2015,1,8,6
5/26/2015 18:06,26,5,2015,2,18,6
9/29/2015 8:40,29,9,2015,3,8,40
2/26/2015 8:26,26,2,2015,1,8,26
2/27/2015 23:39,27,2,2015,1,23,39
11/10/2014 17:56,10,11,2014,4,17,56
7/25/2015 12:30,25,7,2015,3,12,30
5/11/2015 6:53,11,5,2015,2,6,53
5/26/2015 18:25,26,5,2015,2,18,25
4/20/2015 18:37,20,4,2015,2,18,37
5/8/2015 11:41,8,5,2015,2,11,41
7/20/2015 12:29,20,7,2015,3,12,29
10/25/2014 21:14,25,10,2014,4,21,14
5/8/2015 13:58,8,5,2015,2,13,58
5/19/2015 19:43,19,5,2015,2,19,43
6/10/2015 19:06,10,6,2015,2,19,6
8/14/2015 10:20,14,8,2015,3,10,20
9/3/2015 22:41,3,9,2015,3,22,41
6/7/2015 20:17,7,6,2015,2,20,17
3/11/2015 10:25,11,3,2015,1,10,25
7/12/2015 11:15,12,7,2015,3,11,15
1/8/2015 10:11,8,1,2015,1,10,11
10/8/2015 7:51,8,10,2015,4,7,51
5/14/2015 18:47,14,5,2015,2,18,47
10/28/2014 18:02,28,10,2014,4,18,2
7/7/2015 8:14,7,7,2015,3,8,14
8/13/2015 17:39,13,8,2015,3,17,39
8/20/2015 17:08,20,8,2015,3,17,8
2/11/2015 16:18,11,2,2015,1,16,18
8/7/2015 17:53,7,8,2015,3,17,53
9/4/2015 18:54,4,9,2015,3,18,54
10/18/2014 11:53,18,10,2014,4,11,53
11/3/2014 16:57,3,11,2014,4,16,57
9/1/2015 1:25,1,9,2015,3,1,25
5/17/2015 14:56,17,5,2015,2,14,56
7/6/2015 21:55,6,7,2015,3,21,55
3/2/2015 16:05,2,3,2015,1,16,5
8/1/2015 14:13,1,8,2015,3,14,13
4/23/2015 18:15,23,4,2015,2,18,15
2/21/2015 13:16,21,2,2015,1,13,16
1/22/2015 17:33,22,1,2015,1,17,33
3/20/2015 18:03,20,3,2015,1,18,3
4/2/2015 16:31,2,4,2015,2,16,31
2/2/2015 16:36,2,2,2015,1,16,36
8/16/2015 13:59,16,8,2015,3,13,59
5/25/2015 12:17,25,5,2015,2,12,17
5/23/2015 15:33,23,5,2015,2,15,33
5/8/2015 18:24,8,5,2015,2,18,24
6/8/2015 0:16,8,6,2015,2,0,16
1/3/2015 15:29,3,1,2015,1,15,29
9/12/2015 11:26,12,9,2015,3,11,26
9/15/2015 22:20,15,9,2015,3,22,20
10/19/2014 2:40,19,10,2014,4,2,40
7/30/2015 8:59,30,7,2015,3,8,59
6/17/2015 20:56,17,6,2015,2,20,56
8/14/2015 6:08,14,8,2015,3,6,8
6/13/2015 14:02,13,6,2015,2,14,2
11/5/2014 9:20,5,11,2014,4,9,20
4/19/2015 20:47,19,4,2015,2,20,47
5/28/2015 18:21,28,5,2015,2,18,21
7/18/2015 21:06,18,7,2015,3,21,6
1/11/2015 18:03,11,1,2015,1,18,3
11/7/2014 14:58,7,11,2014,4,14,58
4/19/2015 15:34,19,4,2015,2,15,34
6/27/2015 15:05,27,6,2015,2,15,5
6/10/2015 10:41,10,6,2015,2,10,41
4/21/2015 14:34,21,4,2015,2,14,34
8/17/2015 19:47,17,8,2015,3,19,47
12/19/2014 11:41,19,12,2014,4,11,41
1/1/2015 16:40,1,1,2015,1,16,40
4/2/2015 19:00,2,4,2015,2,19,0
10/24/2014 12:25,24,10,2014,4,12,25
4/19/2015 12:29,19,4,2015,2,12,29
6/14/2015 15:16,14,6,2015,2,15,16
6/11/2015 12:56,11,6,2015,2,12,56
8/20/2015 9:56,20,8,2015,3,9,56
5/21/2015 6:57,21,5,2015,2,6,57
6/15/2015 13:56,15,6,2015,2,13,56
10/15/2014 9:28,15,10,2014,4,9,28
5/20/2015 11:05,20,5,2015,2,11,5
10/15/2014 16:54,15,10,2014,4,16,54
7/11/2015 9:41,11,7,2015,3,9,41
11/15/2014 16:17,15,11,2014,4,16,17
9/10/2015 9:05,10,9,2015,3,9,5
3/21/2015 10:43,21,3,2015,1,10,43
4/1/2015 7:54,1,4,2015,2,7,54
2/19/2015 5:28,19,2,2015,1,5,28
10/24/2014 12:53,24,10,2014,4,12,53
9/25/2015 17:24,25,9,2015,3,17,24
8/12/2015 10:50,12,8,2015,3,10,50
11/22/2014 16:42,22,11,2014,4,16,42
7/15/2015 19:18,15,7,2015,3,19,18
9/9/2015 9:13,9,9,2015,3,9,13
12/26/2014 0:08,26,12,2014,4,0,8
3/27/2015 14:32,27,3,2015,1,14,32
4/25/2015 22:04,25,4,2015,2,22,4
7/21/2015 8:02,21,7,2015,3,8,2
6/21/2015 10:34,21,6,2015,2,10,34
6/1/2015 9:44,1,6,2015,2,9,44
9/28/2015 14:38,28,9,2015,3,14,38
10/20/2014 15:36,20,10,2014,4,15,36
9/29/2015 8:04,29,9,2015,3,8,4
6/25/2015 12:06,25,6,2015,2,12,6
1/20/2015 18:36,20,1,2015,1,18,36
9/1/2015 8:04,1,9,2015,3,8,4
4/16/2015 19:28,16,4,2015,2,19,28
4/6/2015 11:50,6,4,2015,2,11,50
7/13/2015 10:58,13,7,2015,3,10,58
7/3/2015 7:38,3,7,2015,3,7,38
7/27/2015 10:50,27,7,2015,3,10,50
8/1/2015 15:31,1,8,2015,3,15,31
7/16/2015 8:00,16,7,2015,3,8,0
2/18/2015 6:42,18,2,2015,1,6,42
4/1/2015 12:33,1,4,2015,2,12,33
7/17/2015 12:07,17,7,2015,3,12,7
7/6/2015 18:00,6,7,2015,3,18,0
8/20/2015 18:35,20,8,2015,3,18,35
8/24/2015 16:29,24,8,2015,3,16,29
7/6/2015 9:54,6,7,2015,3,9,54
4/20/2015 9:22,20,4,2015,2,9,22
12/2/2014 17:06,2,12,2014,4,17,6
10/9/2015 21:19,9,10,2015,4,21,19
5/4/2015 9:33,4,5,2015,2,9,33
2/22/2015 19:46,22,2,2015,1,19,46
8/8/2015 15:08,8,8,2015,3,15,8
8/12/2015 11:50,12,8,2015,3,11,50
10/3/2015 15:34,3,10,2015,4,15,34
10/29/2014 16:50,29,10,2014,4,16,50
1/29/2015 6:19,29,1,2015,1,6,19
9/24/2015 8:43,24,9,2015,3,8,43
4/28/2015 10:46,28,4,2015,2,10,46
8/22/2015 19:42,22,8,2015,3,19,42
8/26/2015 17:18,26,8,2015,3,17,18
5/23/2015 13:56,23,5,2015,2,13,56
4/3/2015 7:56,3,4,2015,2,7,56
6/12/2015 20:39,12,6,2015,2,20,39
12/14/2014 9:18,14,12,2014,4,9,18
5/8/2015 20:48,8,5,2015,2,20,48
6/8/2015 16:47,8,6,2015,2,16,47
4/9/2015 18:28,9,4,2015,2,18,28
3/20/2015 8:01,20,3,2015,1,8,1
8/24/2015 19:29,24,8,2015,3,19,29
7/1/2015 8:36,1,7,2015,3,8,36
10/4/2015 12:34,4,10,2015,4,12,34
12/9/2014 21:48,9,12,2014,4,21,48
8/10/2015 9:52,10,8,2015,3,9,52
11/17/2014 8:30,17,11,2014,4,8,30
7/8/2015 18:57,8,7,2015,3,18,57
4/26/2015 22:46,26,4,2015,2,22,46
7/29/2015 19:52,29,7,2015,3,19,52
7/27/2015 23:43,27,7,2015,3,23,43
9/10/2015 17:14,10,9,2015,3,17,14
9/17/2015 9:20,17,9,2015,3,9,20
10/9/2015 20:21,9,10,2015,4,20,21
7/20/2015 16:24,20,7,2015,3,16,24
9/29/2015 16:16,29,9,2015,3,16,16
1/16/2015 15:19,16,1,2015,1,15,19
6/12/2015 15:40,12,6,2015,2,15,40
5/12/2015 18:44,12,5,2015,2,18,44
10/24/2014 7:44,24,10,2014,4,7,44
5/28/2015 17:06,28,5,2015,2,17,6
4/21/2015 16:47,21,4,2015,2,16,47
7/19/2015 18:59,19,7,2015,3,18,59
5/1/2015 17:12,1,5,2015,2,17,12
11/3/2014 12:12,3,11,2014,4,12,12
2/17/2015 12:32,17,2,2015,1,12,32
10/5/2015 18:07,5,10,2015,4,18,7
12/9/2014 16:15,9,12,2014,4,16,15
10/29/2014 12:19,29,10,2014,4,12,19
8/13/2015 14:15,13,8,2015,3,14,15
12/1/2014 11:06,1,12,2014,4,11,6
3/21/2015 19:26,21,3,2015,1,19,26
4/8/2015 8:18,8,4,2015,2,8,18
5/28/2015 20:13,28,5,2015,2,20,13
8/7/2015 11:11,7,8,2015,3,11,11
8/19/2015 16:05,19,8,2015,3,16,5
3/13/2015 19:56,13,3,2015,1,19,56
1/24/2015 13:34,24,1,2015,1,13,34
1/22/2015 11:17,22,1,2015,1,11,17
7/5/2015 18:00,5,7,2015,3,18,0
1/15/2015 16:30,15,1,2015,1,16,30
7/2/2015 10:32,2,7,2015,3,10,32
9/26/2015 13:05,26,9,2015,3,13,5
3/25/2015 17:58,25,3,2015,1,17,58
6/25/2015 10:21,25,6,2015,2,10,21
9/15/2015 16:55,15,9,2015,3,16,55
7/10/2015 17:48,10,7,2015,3,17,48
8/27/2015 7:35,27,8,2015,3,7,35
7/22/2015 21:09,22,7,2015,3,21,9
7/22/2015 22:01,22,7,2015,3,22,1
4/20/2015 8:43,20,4,2015,2,8,43
6/20/2015 15:04,20,6,2015,2,15,4
8/11/2015 13:17,11,8,2015,3,13,17
10/20/2014 14:14,20,10,2014,4,14,14
1/9/2015 16:50,9,1,2015,1,16,50
5/15/2015 8:54,15,5,2015,2,8,54
7/11/2015 11:20,11,7,2015,3,11,20
3/12/2015 15:43,12,3,2015,1,15,43
3/14/2015 14:31,14,3,2015,1,14,31
9/3/2015 14:53,3,9,2015,3,14,53
7/14/2015 15:48,14,7,2015,3,15,48
9/19/2015 2:45,19,9,2015,3,2,45
7/28/2015 6:42,28,7,2015,3,6,42
12/19/2014 9:21,19,12,2014,4,9,21
5/26/2015 18:51,26,5,2015,2,18,51
9/30/2015 20:12,30,9,2015,3,20,12
8/13/2015 18:05,13,8,2015,3,18,5
2/26/2015 17:16,26,2,2015,1,17,16
10/11/2015 9:38,11,10,2015,4,9,38
9/8/2015 20:00,8,9,2015,3,20,0
10/15/2014 10:23,15,10,2014,4,10,23
1/8/2015 18:25,8,1,2015,1,18,25
6/6/2015 15:15,6,6,2015,2,15,15
8/25/2015 21:33,25,8,2015,3,21,33
2/11/2015 16:40,11,2,2015,1,16,40
1/30/2015 21:17,30,1,2015,1,21,17
3/23/2015 18:06,23,3,2015,1,18,6
8/3/2015 10:07,3,8,2015,3,10,7
10/8/2015 8:45,8,10,2015,4,8,45
11/18/2014 12:29,18,11,2014,4,12,29
4/6/2015 12:44,6,4,2015,2,12,44
9/9/2015 15:52,9,9,2015,3,15,52
7/29/2015 16:23,29,7,2015,3,16,23
9/15/2015 17:45,15,9,2015,3,17,45
1/6/2015 18:23,6,1,2015,1,18,23
8/14/2015 18:39,14,8,2015,3,18,39
11/9/2014 21:05,9,11,2014,4,21,5
6/13/2015 17:12,13,6,2015,2,17,12
1/6/2015 12:11,6,1,2015,1,12,11
4/5/2015 12:49,5,4,2015,2,12,49
8/8/2015 14:39,8,8,2015,3,14,39
9/19/2015 15:58,19,9,2015,3,15,58
6/3/2015 18:04,3,6,2015,2,18,4
11/10/2014 9:10,10,11,2014,4,9,10
1/6/2015 18:04,6,1,2015,1,18,4
8/16/2015 13:00,16,8,2015,3,13,0
8/27/2015 18:30,27,8,2015,3,18,30
7/24/2015 6:55,24,7,2015,3,6,55
6/21/2015 0:26,21,6,2015,2,0,26
7/21/2015 11:01,21,7,2015,3,11,1
9/1/2015 6:59,1,9,2015,3,6,59
3/1/2015 1:09,1,3,2015,1,1,9
6/20/2015 16:45,20,6,2015,2,16,45
9/7/2015 5:51,7,9,2015,3,5,51
11/9/2014 14:31,9,11,2014,4,14,31
6/11/2015 6:15,11,6,2015,2,6,15
7/19/2015 11:39,19,7,2015,3,11,39
7/9/2015 20:32,9,7,2015,3,20,32
7/9/2015 17:48,9,7,2015,3,17,48
7/28/2015 8:43,28,7,2015,3,8,43
10/5/2015 6:21,5,10,2015,4,6,21
10/16/2014 19:43,16,10,2014,4,19,43
7/2/2015 8:36,2,7,2015,3,8,36
6/5/2015 12:26,5,6,2015,2,12,26
4/14/2015 8:16,14,4,2015,2,8,16
3/16/2015 17:12,16,3,2015,1,17,12
10/19/2014 15:09,19,10,2014,4,15,9
8/11/2015 14:15,11,8,2015,3,14,15
12/15/2014 7:45,15,12,2014,4,7,45
7/6/2015 8:53,6,7,2015,3,8,53
6/18/2015 16:55,18,6,2015,2,16,55
10/20/2014 13:07,20,10,2014,4,13,7
5/9/2015 15:05,9,5,2015,2,15,5
6/13/2015 16:42,13,6,2015,2,16,42
10/10/2015 5:45,10,10,2015,4,5,45
5/30/2015 22:37,30,5,2015,2,22,37
7/14/2015 12:22,14,7,2015,3,12,22
4/9/2015 18:52,9,4,2015,2,18,52
9/3/2015 14:44,3,9,2015,3,14,44
3/5/2015 15:25,5,3,2015,1,15,25
4/8/2015 15:59,8,4,2015,2,15,59
5/1/2015 17:24,1,5,2015,2,17,24
4/21/2015 13:45,21,4,2015,2,13,45
11/12/2014 8:22,12,11,2014,4,8,22
4/17/2015 13:52,17,4,2015,2,13,52
7/24/2015 16:28,24,7,2015,3,16,28
2/22/2015 3:11,22,2,2015,1,3,11
7/21/2015 22:08,21,7,2015,3,22,8
4/21/2015 8:31,21,4,2015,2,8,31
5/8/2015 9:19,8,5,2015,2,9,19
6/18/2015 18:06,18,6,2015,2,18,6
5/23/2015 13:46,23,5,2015,2,13,46
5/10/2015 12:44,10,5,2015,2,12,44
5/3/2015 18:55,3,5,2015,2,18,55
4/9/2015 7:49,9,4,2015,2,7,49
3/7/2015 13:35,7,3,2015,1,13,35
9/30/2015 9:02,30,9,2015,3,9,2
2/23/2015 14:04,23,2,2015,1,14,4
8/10/2015 10:18,10,8,2015,3,10,18
6/6/2015 8:16,6,6,2015,2,8,16
6/20/2015 7:59,20,6,2015,2,7,59
4/19/2015 11:13,19,4,2015,2,11,13
4/27/2015 10:59,27,4,2015,2,10,59
5/9/2015 10:33,9,5,2015,2,10,33
4/15/2015 16:13,15,4,2015,2,16,13
8/3/2015 18:33,3,8,2015,3,18,33
8/13/2015 15:44,13,8,2015,3,15,44
7/21/2015 10:43,21,7,2015,3,10,43
5/31/2015 15:32,31,5,2015,2,15,32
6/9/2015 20:57,9,6,2015,2,20,57
5/15/2015 20:46,15,5,2015,2,20,46
4/19/2015 17:18,19,4,2015,2,17,18
11/26/2014 20:57,26,11,2014,4,20,57
6/21/2015 15:36,21,6,2015,2,15,36
10/12/2015 15:15,12,10,2015,4,15,15
9/20/2015 9:43,20,9,2015,3,9,43
2/6/2015 18:03,6,2,2015,1,18,3
9/22/2015 19:44,22,9,2015,3,19,44
4/20/2015 15:09,20,4,2015,2,15,9
11/10/2014 15:01,10,11,2014,4,15,1
9/26/2015 5:47,26,9,2015,3,5,47
4/19/2015 15:56,19,4,2015,2,15,56
5/29/2015 12:25,29,5,2015,2,12,25
1/22/2015 12:07,22,1,2015,1,12,7
11/14/2014 12:30,14,11,2014,4,12,30
7/14/2015 15:38,14,7,2015,3,15,38
5/11/2015 9:15,11,5,2015,2,9,15
1/27/2015 4:46,27,1,2015,1,4,46
10/4/2015 19:34,4,10,2015,4,19,34
6/17/2015 18:15,17,6,2015,2,18,15
7/12/2015 11:18,12,7,2015,3,11,18
7/1/2015 7:52,1,7,2015,3,7,52
5/31/2015 9:22,31,5,2015,2,9,22
4/6/2015 7:57,6,4,2015,2,7,57
5/6/2015 18:50,6,5,2015,2,18,50
6/4/2015 17:05,4,6,2015,2,17,5
9/9/2015 7:34,9,9,2015,3,7,34
12/30/2014 12:18,30,12,2014,4,12,18
